seed,lr,global_episode,train_mean_reward,eval_mean_reward,time_seconds
42,0.1,10,18.2,16.05,0.13926100730895996
42,0.1,20,16.9,115.15,0.5524749755859375
42,0.1,30,74.7,37.71,0.7665989398956299
42,0.1,40,34.8,73.72,1.0821781158447266
42,0.1,50,68.0,169.52,1.734767198562622
42,0.1,60,118.0,101.97,2.218747854232788
42,0.1,70,87.8,52.51,2.5024240016937256
42,0.1,80,48.1,45.48,2.715472936630249
42,0.1,90,44.2,47.36,2.9291350841522217
42,0.1,100,44.8,60.22,3.1862661838531494
42,0.1,110,48.9,66.66,3.469379186630249
42,0.1,120,55.3,64.22,3.75067400932312
42,0.1,130,74.3,60.89,4.081299066543579
42,0.1,140,66.0,124.54,4.581594228744507
42,0.1,150,96.1,149.92,5.198638200759888
42,0.1,160,88.4,118.46,5.703573942184448
42,0.1,170,78.0,107.63,6.16060209274292
42,0.1,180,69.4,73.38,6.491018056869507
42,0.1,190,65.5,72.92,6.81481409072876
42,0.1,200,59.6,80.45,7.15918493270874
42,0.1,210,62.1,111.79,7.608427047729492
42,0.1,220,66.2,112.03,8.060657024383545
42,0.1,230,85.6,140.73,8.630170106887817
42,0.1,240,88.6,149.18,9.239452838897705
42,0.1,250,82.4,147.3,9.830333948135376
42,0.1,260,93.8,121.8,10.383490085601807
42,0.1,270,86.3,93.95,10.803786039352417
42,0.1,280,72.4,72.03,11.133392810821533
42,0.1,290,59.2,69.59,11.438747882843018
42,0.1,300,59.6,60.72,11.712085008621216
42,0.1,310,56.6,63.49,11.99166202545166
42,0.1,320,57.4,61.28,12.270043849945068
42,0.1,330,57.0,60.65,12.543255090713501
42,0.1,340,56.4,60.14,12.817146062850952
42,0.1,350,56.9,61.24,13.092761039733887
42,0.1,360,59.5,62.73,13.373172998428345
42,0.1,370,62.0,64.41,13.668398141860962
42,0.1,380,62.1,65.16,13.965727090835571
42,0.1,390,64.8,65.72,14.264997959136963
42,0.1,400,64.9,66.31,14.564626932144165
42,0.1,410,64.5,67.28,14.870352268218994
42,0.1,420,67.5,69.08,15.182462930679321
42,0.1,430,68.1,68.29,15.497586965560913
42,0.1,440,65.2,69.58,15.81972599029541
42,0.1,450,70.5,80.73,16.176820993423462
42,0.1,460,68.3,96.01,16.5802218914032
42,0.1,470,73.6,129.66,17.109535932540894
42,0.1,480,92.3,156.14,17.73984408378601
42,0.1,490,106.2,181.96,18.475802183151245
42,0.1,500,127.2,197.88,19.320176124572754
1337,0.1,10,30.9,9.33,0.0738680362701416
1337,0.1,20,10.1,9.33,0.12012386322021484
1337,0.1,30,9.3,9.33,0.16411995887756348
1337,0.1,40,9.3,9.33,0.20857691764831543
1337,0.1,50,9.3,9.33,0.2532949447631836
1337,0.1,60,9.3,9.33,0.2991600036621094
1337,0.1,70,9.3,9.33,0.34337496757507324
1337,0.1,80,9.3,9.33,0.38777804374694824
1337,0.1,90,9.3,9.33,0.4326438903808594
1337,0.1,100,9.3,9.33,0.4773707389831543
1337,0.1,110,9.3,9.33,0.522230863571167
1337,0.1,120,9.3,9.33,0.566713809967041
1337,0.1,130,9.3,9.33,0.6109817028045654
1337,0.1,140,9.3,9.33,0.6565608978271484
1337,0.1,150,9.3,9.33,0.7020206451416016
1337,0.1,160,9.3,9.33,0.746417760848999
1337,0.1,170,9.3,9.33,0.7915997505187988
1337,0.1,180,9.3,9.33,0.8361001014709473
1337,0.1,190,9.3,9.33,0.8818717002868652
1337,0.1,200,9.3,9.33,0.926203727722168
1337,0.1,210,9.3,9.33,0.9713027477264404
1337,0.1,220,9.3,9.33,1.0159621238708496
1337,0.1,230,9.3,9.33,1.0607788562774658
1337,0.1,240,9.3,9.33,1.1047918796539307
1337,0.1,250,9.3,9.33,1.1488168239593506
1337,0.1,260,9.3,9.33,1.1932299137115479
1337,0.1,270,9.3,9.33,1.2372987270355225
1337,0.1,280,9.3,9.33,1.2812631130218506
1337,0.1,290,9.3,9.33,1.325286865234375
1337,0.1,300,9.3,9.33,1.3697137832641602
1337,0.1,310,9.3,9.33,1.4141218662261963
1337,0.1,320,9.3,9.33,1.4579997062683105
1337,0.1,330,9.3,9.33,1.5036747455596924
1337,0.1,340,9.3,9.33,1.54856276512146
1337,0.1,350,9.3,9.33,1.5928428173065186
1337,0.1,360,9.3,9.33,1.6368770599365234
1337,0.1,370,9.3,9.33,1.6812899112701416
1337,0.1,380,9.3,9.33,1.7249829769134521
1337,0.1,390,9.3,9.33,1.7698349952697754
1337,0.1,400,9.3,9.33,1.813910961151123
1337,0.1,410,9.3,9.33,1.857975959777832
1337,0.1,420,9.3,9.33,1.9024899005889893
1337,0.1,430,9.3,9.33,1.9465420246124268
1337,0.1,440,9.3,9.33,1.9906699657440186
1337,0.1,450,9.3,9.33,2.0346288681030273
1337,0.1,460,9.3,9.33,2.0790228843688965
1337,0.1,470,9.3,9.33,2.1229207515716553
1337,0.1,480,9.3,9.33,2.166717767715454
1337,0.1,490,9.3,9.33,2.2110209465026855
1337,0.1,500,9.3,9.33,2.2564618587493896
2024,0.1,10,17.0,9.35,0.0535888671875
2024,0.1,20,9.8,9.35,0.09985208511352539
2024,0.1,30,10.2,9.35,0.146881103515625
2024,0.1,40,10.1,16.13,0.21651601791381836
2024,0.1,50,16.0,54.73,0.42324304580688477
2024,0.1,60,58.3,57.76,0.6858539581298828
2024,0.1,70,59.3,71.2,1.0013160705566406
2024,0.1,80,57.5,60.41,1.2749528884887695
2024,0.1,90,59.5,57.24,1.5380690097808838
2024,0.1,100,56.3,60.35,1.849463939666748
2024,0.1,110,58.0,73.75,2.170846939086914
2024,0.1,120,66.6,183.8,2.877547025680542
2024,0.1,130,71.9,205.53,3.6621601581573486
2024,0.1,140,91.8,188.04,4.409327030181885
2024,0.1,150,86.8,204.59,5.207885980606079
2024,0.1,160,83.7,200.07,5.996628046035767
2024,0.1,170,82.7,185.18,6.76262092590332
2024,0.1,180,74.8,163.81,7.41181492805481
2024,0.1,190,82.6,170.43,8.091248989105225
2024,0.1,200,88.4,138.92,8.667867183685303
2024,0.1,210,75.9,72.63,9.006107807159424
2024,0.1,220,62.7,61.1,9.289483070373535
2024,0.1,230,70.1,69.55,9.60872507095337
2024,0.1,240,47.8,43.88,9.81557297706604
2024,0.1,250,40.9,41.99,10.009379148483276
2024,0.1,260,38.6,40.71,10.19551420211792
2024,0.1,270,37.9,38.26,10.373296022415161
2024,0.1,280,37.1,39.14,10.549299001693726
2024,0.1,290,36.9,39.58,10.727718114852905
2024,0.1,300,37.7,40.01,10.909294128417969
2024,0.1,310,37.3,41.52,11.095173120498657
2024,0.1,320,39.4,42.15,11.285756826400757
2024,0.1,330,39.9,43.54,11.481391191482544
2024,0.1,340,42.0,47.41,11.692553043365479
2024,0.1,350,44.2,57.55,11.94243597984314
2024,0.1,360,49.5,73.42,12.24929404258728
2024,0.1,370,59.3,76.21,12.57514214515686
2024,0.1,380,91.7,74.1,12.929182052612305
2024,0.1,390,76.3,74.84,13.270309209823608
2024,0.1,400,79.1,83.02,13.64060378074646
2024,0.1,410,83.5,76.79,13.999705076217651
2024,0.1,420,84.9,75.17,14.357517004013062
2024,0.1,430,80.2,74.43,14.708930015563965
2024,0.1,440,83.0,75.69,15.062511205673218
2024,0.1,450,88.6,82.93,15.502856969833374
2024,0.1,460,71.1,80.32,15.864262819290161
2024,0.1,470,87.8,64.95,16.229350090026855
2024,0.1,480,54.2,53.44,16.47769808769226
2024,0.1,490,50.8,49.34,16.724592208862305
2024,0.1,500,46.7,47.5,16.939364194869995
777,0.1,10,20.2,37.76,0.15995407104492188
777,0.1,20,32.8,37.88,0.33036112785339355
777,0.1,30,37.1,117.17,0.7755870819091797
777,0.1,40,66.8,60.25,1.0704529285430908
777,0.1,50,75.0,78.15,1.475172996520996
777,0.1,60,49.4,80.16,1.8039679527282715
777,0.1,70,62.2,88.51,2.1839988231658936
777,0.1,80,85.1,281.3,3.250397205352783
777,0.1,90,113.1,144.84,3.8939080238342285
777,0.1,100,86.2,102.53,4.354902029037476
777,0.1,110,87.5,108.03,4.829777002334595
777,0.1,120,88.5,99.98,5.281919002532959
777,0.1,130,78.1,118.69,5.783912181854248
777,0.1,140,91.3,96.05,6.216206073760986
777,0.1,150,95.7,126.14,6.760442018508911
777,0.1,160,121.5,135.48,7.3558900356292725
777,0.1,170,132.0,143.1,8.021552085876465
777,0.1,180,146.2,328.87,9.365599870681763
777,0.1,190,301.7,494.1,11.44258713722229
999,0.1,10,23.8,60.94,0.2815120220184326
999,0.1,20,60.8,45.62,0.5120749473571777
999,0.1,30,38.5,243.28,1.4000489711761475
999,0.1,40,161.9,110.2,1.9605438709259033
999,0.1,50,109.8,136.44,2.560260057449341
999,0.1,60,138.5,243.87,3.5490238666534424
999,0.1,70,216.9,300.32,4.843907117843628
999,0.1,80,229.4,155.58,5.6732800006866455
999,0.1,90,141.3,133.3,6.307429790496826
999,0.1,100,115.8,112.82,6.831686973571777
999,0.1,110,103.5,89.82,7.294140815734863
999,0.1,120,79.1,81.94,7.669100999832153
999,0.1,130,67.7,84.93,8.043928146362305
999,0.1,140,70.0,77.54,8.414756774902344
999,0.1,150,62.7,68.07,8.716039896011353
999,0.1,160,58.2,58.62,8.979392051696777
999,0.1,170,52.9,52.27,9.214925050735474
999,0.1,180,47.2,43.2,9.419002771377563
999,0.1,190,41.3,36.25,9.59216594696045
999,0.1,200,34.9,30.79,9.739198923110962
999,0.1,210,30.4,28.96,9.875396013259888
999,0.1,220,29.3,26.81,10.001991987228394
999,0.1,230,26.0,25.86,10.12207579612732
999,0.1,240,25.7,25.46,10.240132093429565
999,0.1,250,25.4,25.04,10.356040000915527
999,0.1,260,25.2,25.23,10.47120475769043
999,0.1,270,24.9,25.18,10.589205980300903
999,0.1,280,25.5,25.56,10.707534074783325
999,0.1,290,25.8,26.32,10.828606843948364
999,0.1,300,26.6,27.35,10.953353881835938
999,0.1,310,27.5,28.58,11.084106922149658
999,0.1,320,29.0,30.94,11.22261095046997
999,0.1,330,31.4,33.41,11.371420860290527
999,0.1,340,33.2,36.51,11.532080888748169
999,0.1,350,35.0,39.94,11.706490755081177
999,0.1,360,37.6,42.57,11.891986846923828
999,0.1,370,39.2,46.61,12.095799922943115
999,0.1,380,41.4,51.66,12.324049949645996
999,0.1,390,44.2,52.96,12.564791917800903
999,0.1,400,46.1,52.98,12.804550886154175
999,0.1,410,46.4,58.8,13.068678855895996
999,0.1,420,53.1,66.61,13.362627983093262
999,0.1,430,65.2,66.67,13.671787023544312
999,0.1,440,64.2,67.02,13.972859859466553
999,0.1,450,75.0,65.62,14.288295984268188
999,0.1,460,57.3,65.6,14.578295946121216
999,0.1,470,54.1,56.63,14.83189082145691
999,0.1,480,48.8,47.49,15.048561811447144
999,0.1,490,42.5,41.26,15.245954036712646
999,0.1,500,38.1,36.73,15.420397996902466
42,0.05,10,18.2,17.17,0.08150005340576172
42,0.05,20,20.3,70.1,0.343080997467041
42,0.05,30,55.1,57.55,0.5998921394348145
42,0.05,40,49.3,310.47,1.7422778606414795
42,0.05,50,116.9,57.9,2.075148105621338
42,0.05,60,37.9,66.12,2.3456599712371826
42,0.05,70,37.6,107.2,2.7496490478515625
42,0.05,80,84.1,195.51,3.515491247177124
42,0.05,90,183.2,464.56,5.315950155258179
42,0.05,100,291.7,372.78,6.984966039657593
42,0.05,110,307.2,266.92,8.257472038269043
42,0.05,120,237.0,209.86,9.262310028076172
42,0.05,130,181.5,184.36,10.102801084518433
42,0.05,140,132.4,165.71,10.822593212127686
42,0.05,150,158.3,232.22,11.813071250915527
42,0.05,160,189.4,500.0,13.730650901794434
1337,0.05,10,30.9,9.33,0.0765681266784668
1337,0.05,20,12.5,9.33,0.12547612190246582
1337,0.05,30,9.8,9.33,0.16969895362854004
1337,0.05,40,9.3,9.33,0.21313810348510742
1337,0.05,50,9.5,9.33,0.25676798820495605
1337,0.05,60,9.9,9.33,0.30059218406677246
1337,0.05,70,9.4,9.33,0.3437621593475342
1337,0.05,80,9.7,9.33,0.38715696334838867
1337,0.05,90,9.4,9.33,0.4305109977722168
1337,0.05,100,9.5,9.33,0.47384119033813477
1337,0.05,110,9.4,9.33,0.5169150829315186
1337,0.05,120,9.3,9.33,0.5600440502166748
1337,0.05,130,9.3,9.33,0.6031661033630371
1337,0.05,140,9.3,9.33,0.6462619304656982
1337,0.05,150,9.3,9.33,0.6891679763793945
1337,0.05,160,9.3,9.33,0.7321100234985352
1337,0.05,170,9.3,9.33,0.7750241756439209
1337,0.05,180,9.4,9.33,0.8179950714111328
1337,0.05,190,9.3,9.33,0.8609168529510498
1337,0.05,200,9.3,9.33,0.9037151336669922
1337,0.05,210,9.3,9.33,0.9466831684112549
1337,0.05,220,9.3,9.33,0.9897060394287109
1337,0.05,230,9.3,9.33,1.0325090885162354
1337,0.05,240,9.3,9.33,1.0764100551605225
1337,0.05,250,9.3,9.33,1.1201891899108887
1337,0.05,260,9.3,9.33,1.163539171218872
1337,0.05,270,9.3,9.33,1.206709861755371
1337,0.05,280,9.3,9.33,1.250014066696167
1337,0.05,290,9.3,9.33,1.2933320999145508
1337,0.05,300,9.3,9.33,1.3370709419250488
1337,0.05,310,9.3,9.33,1.3803670406341553
1337,0.05,320,9.3,9.33,1.4239890575408936
1337,0.05,330,9.3,9.33,1.4675230979919434
1337,0.05,340,9.3,9.33,1.5108792781829834
1337,0.05,350,9.3,9.33,1.554305076599121
1337,0.05,360,9.3,9.33,1.5975069999694824
1337,0.05,370,9.3,9.33,1.6409530639648438
1337,0.05,380,9.3,9.33,1.6839971542358398
1337,0.05,390,9.3,9.33,1.7271678447723389
1337,0.05,400,9.3,9.33,1.770174264907837
1337,0.05,410,9.3,9.33,1.8132200241088867
1337,0.05,420,9.3,9.33,1.8562521934509277
1337,0.05,430,9.3,9.33,1.8993451595306396
1337,0.05,440,9.3,9.33,1.942352056503296
1337,0.05,450,9.3,9.33,1.9854590892791748
1337,0.05,460,9.3,9.33,2.0285191535949707
1337,0.05,470,9.3,9.33,2.0717082023620605
1337,0.05,480,9.3,9.33,2.114827871322632
1337,0.05,490,9.3,9.33,2.157703161239624
1337,0.05,500,9.3,9.33,2.2006499767303467
2024,0.05,10,17.0,9.35,0.05127120018005371
2024,0.05,20,10.6,9.35,0.0958702564239502
2024,0.05,30,9.3,9.35,0.1392192840576172
2024,0.05,40,9.3,9.35,0.18255329132080078
2024,0.05,50,9.2,9.35,0.22566604614257812
2024,0.05,60,9.2,9.35,0.2689051628112793
2024,0.05,70,9.2,9.35,0.31173205375671387
2024,0.05,80,9.2,9.35,0.3546140193939209
2024,0.05,90,9.2,9.35,0.39736342430114746
2024,0.05,100,9.2,9.35,0.4400782585144043
2024,0.05,110,9.2,9.35,0.48281216621398926
2024,0.05,120,9.2,9.35,0.5255823135375977
2024,0.05,130,9.2,9.35,0.5681512355804443
2024,0.05,140,9.2,9.35,0.6109161376953125
2024,0.05,150,9.2,9.35,0.6536352634429932
2024,0.05,160,9.2,9.35,0.6963143348693848
2024,0.05,170,9.2,9.35,0.7390310764312744
2024,0.05,180,9.2,9.35,0.7819092273712158
2024,0.05,190,9.2,9.35,0.8247041702270508
2024,0.05,200,9.2,9.35,0.8690071105957031
2024,0.05,210,9.2,9.35,0.9131913185119629
2024,0.05,220,9.2,9.35,0.9570822715759277
2024,0.05,230,9.2,9.35,1.0007092952728271
2024,0.05,240,9.2,9.35,1.0443053245544434
2024,0.05,250,9.2,9.35,1.0878262519836426
2024,0.05,260,9.2,9.35,1.131197214126587
2024,0.05,270,9.2,9.35,1.1746962070465088
2024,0.05,280,9.2,9.35,1.2181429862976074
2024,0.05,290,9.2,9.35,1.2615611553192139
2024,0.05,300,9.2,9.35,1.304882287979126
2024,0.05,310,9.2,9.35,1.3482952117919922
2024,0.05,320,9.2,9.35,1.3916563987731934
2024,0.05,330,9.2,9.35,1.4350521564483643
2024,0.05,340,9.2,9.35,1.4786062240600586
2024,0.05,350,9.2,9.35,1.5221412181854248
2024,0.05,360,9.2,9.35,1.5656442642211914
2024,0.05,370,9.2,9.35,1.609079122543335
2024,0.05,380,9.2,9.35,1.6524543762207031
2024,0.05,390,9.2,9.35,1.6970009803771973
2024,0.05,400,9.2,9.35,1.7412140369415283
2024,0.05,410,9.2,9.35,1.785269021987915
2024,0.05,420,9.2,9.35,1.8291552066802979
2024,0.05,430,9.2,9.35,1.8727662563323975
2024,0.05,440,9.2,9.35,1.916527271270752
2024,0.05,450,9.2,9.35,1.9599392414093018
2024,0.05,460,9.2,9.35,2.003505229949951
2024,0.05,470,9.2,9.35,2.0468661785125732
2024,0.05,480,9.2,9.35,2.090325117111206
2024,0.05,490,9.2,9.35,2.1338512897491455
2024,0.05,500,9.2,9.35,2.1773293018341064
777,0.05,10,20.2,44.78,0.17653512954711914
777,0.05,20,35.3,41.54,0.3584630489349365
777,0.05,30,48.1,80.25,0.6875200271606445
777,0.05,40,62.3,110.56,1.1355631351470947
777,0.05,50,85.3,93.03,1.5528478622436523
777,0.05,60,72.3,98.6,1.973289966583252
777,0.05,70,69.6,111.82,2.437185049057007
777,0.05,80,103.1,336.75,3.7237560749053955
777,0.05,90,132.8,319.25,4.967386245727539
777,0.05,100,235.9,424.27,6.700524091720581
777,0.05,110,302.9,494.59,8.741311073303223
999,0.05,10,23.8,118.4,0.44558095932006836
999,0.05,20,67.6,250.58,1.3709700107574463
999,0.05,30,137.5,108.45,1.8968050479888916
999,0.05,40,87.0,389.54,3.3280160427093506
999,0.05,50,346.9,500.0,5.452124118804932
42,0.01,10,18.2,33.51,0.14877986907958984
42,0.01,20,25.4,36.39,0.3045320510864258
42,0.01,30,28.7,40.77,0.47802114486694336
42,0.01,40,35.3,62.32,0.731597900390625
42,0.01,50,42.4,81.09,1.056014060974121
42,0.01,60,38.2,76.35,1.3655080795288086
42,0.01,70,54.1,94.76,1.7524809837341309
42,0.01,80,61.6,120.51,2.236081123352051
42,0.01,90,53.3,112.28,2.678165912628174
42,0.01,100,58.6,81.58,3.023705005645752
42,0.01,110,67.2,80.05,3.3932199478149414
42,0.01,120,71.8,89.43,3.776705026626587
42,0.01,130,53.2,89.23,4.139019012451172
42,0.01,140,87.2,92.55,4.554863929748535
42,0.01,150,86.9,94.07,4.9791741371154785
42,0.01,160,72.7,102.85,5.416130065917969
42,0.01,170,86.1,138.19,5.983381986618042
42,0.01,180,106.3,202.21,6.794335842132568
42,0.01,190,145.0,312.55,8.059944152832031
42,0.01,200,191.8,426.82,9.799371004104614
42,0.01,210,230.6,497.75,11.783053874969482
1337,0.01,10,30.9,9.33,0.07897210121154785
1337,0.01,20,20.6,10.46,0.14265012741088867
1337,0.01,30,29.3,16.98,0.23673105239868164
1337,0.01,40,24.8,29.61,0.36972522735595703
1337,0.01,50,35.9,62.31,0.6308751106262207
1337,0.01,60,31.0,235.76,1.486842155456543
1337,0.01,70,45.3,152.87,2.0711021423339844
1337,0.01,80,42.1,86.32,2.4153730869293213
1337,0.01,90,46.2,87.39,2.7761142253875732
1337,0.01,100,53.7,96.66,3.1697399616241455
1337,0.01,110,54.8,110.38,3.6209352016448975
1337,0.01,120,63.3,133.2,4.15811014175415
1337,0.01,130,68.7,163.46,4.862332105636597
1337,0.01,140,68.9,274.98,5.950922966003418
1337,0.01,150,97.6,352.43,7.298540115356445
1337,0.01,160,79.3,214.66,8.13091516494751
1337,0.01,170,123.7,233.2,9.085493087768555
1337,0.01,180,109.4,314.59,10.27720594406128
1337,0.01,190,113.2,477.81,12.072052955627441
2024,0.01,10,17.0,9.35,0.05828595161437988
2024,0.01,20,14.7,9.35,0.11092019081115723
2024,0.01,30,17.4,9.35,0.16539788246154785
2024,0.01,40,13.5,9.35,0.21663498878479004
2024,0.01,50,16.7,9.35,0.2702820301055908
2024,0.01,60,13.7,9.76,0.32222723960876465
2024,0.01,70,15.8,12.01,0.3867361545562744
2024,0.01,80,18.5,15.38,0.4640622138977051
2024,0.01,90,21.1,22.75,0.5692059993743896
2024,0.01,100,30.3,45.29,0.8048601150512695
2024,0.01,110,25.5,69.15,1.077280044555664
2024,0.01,120,47.8,70.97,1.3774299621582031
2024,0.01,130,56.7,62.73,1.6613080501556396
2024,0.01,140,58.1,68.58,1.966353178024292
2024,0.01,150,48.2,64.78,2.24495005607605
2024,0.01,160,50.9,69.65,2.5424680709838867
2024,0.01,170,66.5,80.85,2.8999829292297363
2024,0.01,180,59.8,121.79,3.390192985534668
2024,0.01,190,56.6,122.63,3.8686959743499756
2024,0.01,200,71.4,105.14,4.304576873779297
2024,0.01,210,58.8,92.63,4.681862115859985
2024,0.01,220,55.8,108.56,5.1180009841918945
2024,0.01,230,63.5,202.93,5.8824450969696045
2024,0.01,240,125.9,308.24,7.092970132827759
2024,0.01,250,127.0,246.75,8.066703081130981
2024,0.01,260,143.2,229.46,9.004201173782349
2024,0.01,270,124.9,212.3,9.91013216972351
2024,0.01,280,92.6,277.09,11.018455028533936
2024,0.01,290,128.4,343.21,12.363631963729858
2024,0.01,300,145.1,426.25,14.050636053085327
2024,0.01,310,166.0,463.67,15.858052015304565
2024,0.01,320,162.3,472.36,17.679644107818604
2024,0.01,330,155.2,499.95,19.590078115463257
777,0.01,10,20.2,87.16,0.325347900390625
777,0.01,20,23.7,58.28,0.5504260063171387
777,0.01,30,30.1,83.52,0.8733170032501221
777,0.01,40,61.2,74.06,1.1991958618164062
777,0.01,50,39.1,65.06,1.4686129093170166
777,0.01,60,46.2,81.09,1.799556016921997
777,0.01,70,59.0,115.18,2.2610418796539307
777,0.01,80,49.9,236.26,3.1235060691833496
777,0.01,90,65.3,107.91,3.5659940242767334
777,0.01,100,67.0,88.83,3.947690963745117
777,0.01,110,71.2,99.35,4.36918306350708
777,0.01,120,46.1,116.56,4.83559513092041
777,0.01,130,70.7,230.87,5.705009937286377
777,0.01,140,73.0,324.08,6.876487970352173
777,0.01,150,97.8,182.47,7.60233998298645
777,0.01,160,123.8,191.18,8.384895086288452
777,0.01,170,107.5,250.15,9.376726865768433
777,0.01,180,120.4,428.42,10.972563982009888
777,0.01,190,204.0,500.0,12.905020952224731
999,0.01,10,23.8,23.02,0.11535787582397461
999,0.01,20,37.3,74.5,0.414064884185791
999,0.01,30,26.3,180.24,1.0572328567504883
999,0.01,40,45.4,76.08,1.3697469234466553
999,0.01,50,44.5,64.44,1.6394057273864746
999,0.01,60,36.1,43.85,1.868501901626587
999,0.01,70,34.2,45.46,2.0615599155426025
999,0.01,80,59.3,58.79,2.3269577026367188
999,0.01,90,63.1,78.04,2.663648843765259
